delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_id_original
3810,shadowfax,automobile parts,bike,express,east,stormy,0.13117546848381603,0.1420675537359263,8,2,yes,delayed,3,0.12209245587595796,3810.0
3811,ekart,documents,scooter,express,central,clear,0.41567291311754684,0.21248720573183214,4,4,yes,failed,2,0.4004302518611587,3811.0
3812,fedex,fragile items,ev bike,standard,north,rainy,0.0333901192504259,0.08925281473899693,2,24,no,delivered,4,0.0,3812.0
3813,xpressbees,fragile items,ev bike,two day,west,foggy,0.32470187393526406,0.2820880245649948,5,16,no,delivered,5,0.2876820398929588,3813.0
3814,dhl,documents,ev bike,express,south,rainy,0.9771720613287904,0.04564994882292732,11,7,yes,delayed,3,0.9206139384115005,3814.0
3815,dhl,fragile items,bike,standard,west,stormy,0.6998296422487224,0.19836233367451378,11,24,no,delivered,5,0.6378520925625735,3815.0
3816,delhivery,pharmacy,bike,standard,east,foggy,0.0293015332197615,0.20757420675537358,4,24,no,delivered,4,0.0,3816.0
3817,fedex,cosmetics,ev van,express,east,stormy,0.7727427597955707,0.0012282497441146352,12,6,yes,delayed,2,0.7211998908040398,3817.0
3818,amazon logistics,groceries,ev van,express,east,stormy,0.38739352640545144,0.08167860798362334,7,4,yes,failed,1,0.36095861873876584,3818.0
3819,shadowfax,documents,ev bike,two day,east,cold,0.2875638841567291,0.6845445240532241,4,16,no,delivered,5,0.2905967080384726,3819.0
3820,ecom express,cosmetics,ev van,same day,east,foggy,0.18671209540034073,0.7797338792221084,5,8,no,delivered,5,0.26844392894143154,3820.0
3821,blue dart,electronics,ev bike,two day,central,foggy,0.42010221465076664,0.2268167860798362,5,16,no,delivered,5,0.3734955953378842,3821.0
3822,delhivery,groceries,truck,standard,central,stormy,0.2545144804088586,0.710747185261003,7,24,no,delivered,5,0.2615411099628822,3822.0
3823,fedex,clothing,van,standard,east,stormy,0.9277683134582623,0.40552712384851586,12,24,no,delivered,4,0.8752283915742147,3823.0
3824,blue dart,electronics,ev van,standard,north,clear,0.7052810902896082,0.33633572159672465,7,24,no,delivered,5,0.6562118994970374,3824.0
3825,shadowfax,electronics,ev bike,express,north,rainy,0.9209540034071549,0.7027635619242578,10,7,yes,delayed,3,0.929592157252592,3825.0
3826,ecom express,electronics,ev van,standard,central,hot,0.026916524701873938,0.8282497441146366,0,24,no,delivered,5,0.05544544587005835,3826.0
3827,dhl,automobile parts,scooter,two day,north,clear,0.03441226575809199,0.5924257932446263,1,16,no,delivered,4,0.0401174142833833,3827.0
3828,fedex,cosmetics,scooter,two day,west,rainy,0.630664395229983,0.5150460593654043,6,16,no,delivered,5,0.602010782710709,3828.0
3829,xpressbees,automobile parts,truck,express,west,hot,0.6183986371379898,0.463050153531218,5,5,no,delivered,5,0.6178723026633038,3829.0
3830,blue dart,electronics,ev van,two day,central,cold,0.7229982964224873,0.3072671443193449,6,16,no,delivered,4,0.6703558471495975,3830.0
3831,ecom express,automobile parts,truck,standard,south,cold,0.5679727427597957,0.7989764585465711,6,24,no,delivered,5,0.5692272720293611,3831.0
3832,blue dart,pharmacy,van,standard,west,hot,0.026916524701873938,0.7590583418628454,1,24,no,delivered,5,0.04884840680856068,3832.0
3833,amazon logistics,fragile items,bike,two day,east,rainy,0.6923339011925044,0.7776867963152506,10,16,no,delivered,3,0.6859311050521868,3833.0
3834,shadowfax,fragile items,bike,two day,south,hot,0.8361158432708689,0.8845445240532241,10,16,no,delivered,4,0.8333950965392739,3834.0
3835,blue dart,documents,scooter,two day,west,foggy,0.705962521294719,0.9277379733879222,8,16,no,delivered,3,0.7132496129606963,3835.0
3836,xpressbees,cosmetics,scooter,two day,west,rainy,0.8272572402044294,0.918730808597748,13,16,no,delivered,4,0.8281968379493956,3836.0
3837,blue dart,pharmacy,ev bike,same day,east,rainy,0.4429301533219761,0.7279426816786079,9,8,yes,failed,1,0.5081298422201651,3837.0
3838,shadowfax,groceries,ev bike,two day,central,rainy,0.0971039182282794,0.35823950870010235,3,16,no,delivered,4,0.07764376665687303,3838.0
3839,ecom express,furniture,van,two day,west,stormy,0.9056218057921636,0.7070624360286591,13,16,no,delivered,4,0.8828338537664148,3839.0
3840,ecom express,clothing,ev van,two day,west,hot,0.7700170357751278,0.919754350051177,11,16,no,delivered,4,0.7736443995562416,3840.0
3841,amazon logistics,clothing,van,two day,west,stormy,0.5383304940374787,0.1496417604912999,10,16,no,delivered,3,0.47901569054343723,3841.0
3842,fedex,automobile parts,van,express,central,cold,0.1352640545144804,0.08045035823950869,3,2,yes,delayed,2,0.12012115130432702,3842.0
3843,shadowfax,cosmetics,truck,two day,west,rainy,0.16422487223168655,0.6354145342886387,5,16,no,delivered,5,0.1681546221041666,3843.0
3844,ekart,pharmacy,truck,standard,north,stormy,0.18807495741056218,0.5416581371545547,5,24,no,delivered,4,0.18198628388399307,3844.0
3845,ecom express,cosmetics,scooter,express,central,hot,0.14787052810902898,0.2718526100307062,2,2,no,delivered,3,0.150406375003806,3845.0
3846,fedex,groceries,scooter,two day,central,foggy,0.826916524701874,0.35148413510747184,7,16,no,delivered,5,0.7737875305812445,3846.0
3847,xpressbees,documents,ev bike,express,west,hot,0.44565587734241907,0.22251791197543497,5,4,yes,delayed,3,0.43001283234698706,3847.0
3848,dhl,automobile parts,ev van,two day,central,stormy,0.2875638841567291,0.6853633572159672,7,16,no,delivered,4,0.290674779506656,3848.0
3849,xpressbees,automobile parts,van,express,south,rainy,0.3332197614991482,0.7729785056294779,8,4,yes,delayed,3,0.37514810808109955,3849.0
3850,ekart,clothing,bike,express,central,hot,0.2643952299829642,0.19692937563971338,1,3,no,delivered,4,0.2545146778263758,3850.0
3851,xpressbees,fragile items,ev van,express,north,clear,0.5315161839863713,0.42845445240532243,3,5,no,delivered,4,0.5316228481876878,3851.0
3852,delhivery,groceries,truck,same day,west,hot,0.44633730834752977,0.12814738996929373,4,8,no,delivered,3,0.4541954696167965,3852.0
3853,delhivery,cosmetics,van,standard,east,rainy,0.9069846678023851,0.04708290685772774,10,24,no,delivered,3,0.8212094415469808,3853.0
3854,dhl,electronics,truck,same day,central,foggy,0.16831345826235095,0.05138178096212897,4,8,no,delivered,4,0.18143327765102732,3854.0
3855,fedex,furniture,ev bike,standard,east,hot,0.8637137989778536,0.40102354145342883,7,24,no,delivered,5,0.8136430150888725,3855.0
3856,xpressbees,clothing,bike,express,west,hot,0.31005110732538327,0.8108495394063459,4,3,yes,failed,1,0.3566386641659508,3856.0
3857,dhl,fragile items,van,express,south,foggy,0.9863713798977854,0.33613101330603884,8,7,yes,delayed,3,0.9570928319201963,3857.0
3858,delhivery,groceries,ev van,same day,east,stormy,0.6947189097103919,0.6927328556806549,6,8,no,delivered,4,0.7451678315363449,3858.0
3859,ekart,documents,scooter,two day,south,clear,0.9356047700170358,0.5619242579324463,10,16,no,delivered,5,0.8976218910314878,3859.0
3860,dhl,cosmetics,ev van,standard,central,cold,0.9097103918228281,0.4028659160696008,5,24,no,delivered,3,0.8577338767454502,3860.0
3861,fedex,automobile parts,scooter,standard,east,rainy,0.48824531516183983,0.16253838280450356,7,24,no,delivered,5,0.43242654190499064,3861.0
3862,shadowfax,groceries,van,express,south,hot,0.42793867120954,0.17543500511770727,5,4,yes,failed,2,0.40860823815337033,3862.0
3863,ekart,cosmetics,bike,two day,north,stormy,0.16865417376490632,0.6487205731832139,6,16,no,delivered,3,0.17365215465541464,3863.0
3864,shadowfax,cosmetics,ev bike,express,central,foggy,0.3441226575809199,0.32343909928352094,4,4,yes,delayed,2,0.3426964011395311,3864.0
3865,shadowfax,furniture,scooter,two day,west,foggy,0.29948892674616695,0.6939611054247696,3,16,no,delivered,4,0.30287995236599485,3865.0
3866,xpressbees,fragile items,ev van,standard,east,hot,0.34650766609880745,0.609007164790174,3,24,no,delivered,5,0.3396711317474242,3866.0
3867,fedex,clothing,bike,express,south,rainy,0.1727427597955707,0.6745138178096212,5,3,yes,failed,1,0.21254475772211395,3867.0
3868,amazon logistics,fragile items,bike,same day,south,stormy,0.2061328790459966,0.6888433981576253,8,8,yes,delayed,3,0.27831996966663225,3868.0
3869,blue dart,groceries,van,same day,west,clear,0.8153321976149915,0.44503582395087,9,8,yes,delayed,3,0.8367066279813866,3869.0
3870,xpressbees,electronics,bike,express,east,stormy,0.7996592844974447,0.40614124872057317,13,6,yes,delayed,2,0.7855047567644372,3870.0
3871,delhivery,automobile parts,scooter,two day,east,clear,0.8688245315161841,0.6470829068577277,9,16,no,delivered,3,0.8419829580394483,3871.0
3872,delhivery,cosmetics,ev bike,express,west,rainy,0.17444633730834752,0.9533265097236437,5,3,yes,delayed,3,0.24075458155905077,3872.0
3873,amazon logistics,fragile items,truck,same day,central,hot,0.9614991482112437,0.5965199590583418,11,8,yes,delayed,3,0.9907025989731519,3873.0
3874,fedex,clothing,truck,standard,north,hot,0.24599659284497447,0.8655066530194473,3,24,no,delivered,4,0.2681641728471077,3874.0
3875,shadowfax,cosmetics,bike,two day,west,clear,0.1887563884156729,0.21842374616171953,3,16,no,delivered,5,0.1518181673867892,3875.0
3876,shadowfax,cosmetics,ev bike,same day,west,clear,0.12606473594548553,0.07553735926305016,3,8,no,delivered,5,0.14339946073434542,3876.0
3877,xpressbees,automobile parts,bike,express,east,clear,0.13015332197614993,0.627840327533265,3,2,yes,failed,2,0.1674324610234701,3877.0
3878,ekart,groceries,truck,express,south,rainy,0.26848381601362864,0.3705220061412487,8,3,yes,delayed,3,0.27496940249042773,3878.0
3879,blue dart,automobile parts,ev bike,same day,east,rainy,0.9901192504258944,0.6450358239508699,14,8,yes,delayed,2,1.0,3879.0
3880,delhivery,cosmetics,ev bike,standard,west,foggy,0.7250425894378195,0.13428863868986693,10,24,no,delivered,5,0.6558150362004386,3880.0
3881,amazon logistics,documents,van,express,south,stormy,0.534923339011925,0.39795291709314223,13,5,yes,failed,1,0.5319676638388313,3881.0
3882,ekart,clothing,bike,two day,north,hot,0.34514480408858605,0.8884339815762538,4,16,no,delivered,4,0.3650118291286209,3882.0
3883,shadowfax,automobile parts,ev bike,two day,north,clear,0.592504258943782,0.27983623336745134,5,16,no,delivered,4,0.5431514016561039,3883.0
3884,fedex,pharmacy,scooter,same day,north,foggy,0.46984667802385005,0.9787103377686794,7,8,no,delivered,4,0.5577377542950367,3884.0
3885,blue dart,clothing,van,express,central,clear,0.9022146507666099,0.5799385875127943,6,7,no,delivered,4,0.8999900588997178,3885.0
3886,dhl,clothing,scooter,same day,north,stormy,0.26609880749574105,0.7858751279426817,7,8,no,delivered,4,0.34482384864752885,3886.0
3887,delhivery,fragile items,bike,standard,west,cold,0.18432708688245317,0.34820880245649943,2,24,no,delivered,3,0.15996362390059107,3887.0
3888,blue dart,clothing,van,same day,north,cold,0.2718909710391823,0.46018423746161713,4,8,no,delivered,3,0.3193009845072376,3888.0
3889,blue dart,clothing,truck,standard,east,clear,0.7536626916524702,0.4223132036847492,6,24,no,delivered,5,0.7106016889981426,3889.0
3890,amazon logistics,pharmacy,ev bike,express,west,hot,0.5560477001703579,0.7561924257932445,4,5,no,delivered,4,0.5862923937831168,3890.0
3891,shadowfax,fragile items,ev bike,same day,north,hot,0.7277683134582623,0.1480040941658137,6,8,no,delivered,3,0.7247846723847944,3891.0
3892,ecom express,groceries,ev bike,standard,east,hot,0.4926746166950596,0.48004094165813715,3,24,no,delivered,4,0.46692762488637346,3892.0
3893,dhl,pharmacy,ev bike,express,east,clear,0.40545144804088584,0.03459570112589559,5,4,yes,delayed,2,0.37371029187538857,3893.0
3894,blue dart,cosmetics,van,express,west,clear,0.2504258943781942,0.7656090071647901,3,3,no,delivered,4,0.295398103331752,3894.0
3895,shadowfax,pharmacy,van,two day,east,foggy,0.8122657580919932,0.03746161719549641,7,16,no,delivered,5,0.7298593178167156,3895.0
3896,ecom express,cosmetics,truck,two day,west,clear,0.3519591141396934,0.42845445240532243,2,16,no,delivered,5,0.3276611375585438,3896.0
3897,fedex,documents,van,express,east,foggy,0.033049403747870534,0.31811668372569085,4,2,yes,delayed,3,0.04519205971530458,3897.0
3898,delhivery,pharmacy,scooter,same day,south,rainy,0.2950596252129472,0.3287615148413511,5,8,no,delivered,5,0.3288907631824325,3898.0
3899,ekart,electronics,bike,standard,east,cold,0.1505962521294719,0.10931422722620265,2,24,no,delivered,3,0.10498179243242847,3899.0
3900,ecom express,cosmetics,van,two day,central,cold,0.5601362862010222,0.7484135107471851,5,16,no,delivered,4,0.5569245098347929,3900.0
3901,fedex,fragile items,van,express,east,rainy,0.5001703577512777,0.22210849539406344,6,5,yes,delayed,3,0.48202144206849823,3901.0
3902,ecom express,fragile items,ev van,two day,west,hot,0.4797274275979557,0.5013306038894575,4,16,no,delivered,5,0.45659616726343627,3902.0
3903,fedex,electronics,ev bike,two day,west,clear,0.24701873935264054,0.9183213920163766,5,16,no,delivered,3,0.27417567589722985,3903.0
3904,delhivery,automobile parts,scooter,standard,north,foggy,0.0950596252129472,0.5475946775844421,5,24,no,delivered,4,0.0937460069697002,3904.0
3905,amazon logistics,groceries,bike,express,north,cold,0.11379897785349236,0.5369498464687819,1,2,no,delivered,4,0.1431522344184313,3905.0
3906,xpressbees,electronics,ev bike,two day,east,cold,0.3533219761499148,0.1359263050153531,2,16,no,delivered,4,0.30107129668641264,3906.0
3907,xpressbees,furniture,van,standard,north,foggy,0.6303236797274276,0.6855680655066528,8,24,no,delivered,5,0.6179438681758054,3907.0
3908,ecom express,pharmacy,bike,same day,east,stormy,0.008517887563884156,0.30112589559877173,6,8,no,delivered,4,0.052680414705229446,3908.0
3909,blue dart,groceries,ev bike,same day,east,clear,0.0,0.4331627430910951,2,8,no,delivered,5,0.055835803210975386,3909.0
3910,ecom express,cosmetics,van,same day,east,hot,0.1243611584327087,0.4335721596724667,3,8,no,delivered,5,0.17590972127705143,3910.0
3911,ekart,furniture,scooter,same day,west,rainy,0.5076660988074958,0.23766632548618216,7,8,no,delivered,4,0.5231911296238803,3911.0
3912,ecom express,clothing,truck,same day,south,clear,0.33049403747870526,0.049129989764585456,3,8,no,delivered,4,0.3360603263439418,3912.0
3913,blue dart,pharmacy,ev bike,express,north,stormy,0.4429301533219761,0.6519959058341863,7,4,yes,delayed,2,0.46835893513640253,3913.0
3914,fedex,documents,ev bike,express,east,hot,0.30323679727427594,0.8513817809621288,4,3,yes,delayed,2,0.3539972461590789,3914.0
3915,amazon logistics,clothing,scooter,two day,central,stormy,0.6906303236797275,0.09416581371545546,11,16,no,delivered,4,0.6191344580656023,3915.0
3916,delhivery,documents,truck,standard,south,foggy,0.30017035775127765,0.3566018423746161,5,24,no,delivered,3,0.27136510304262723,3916.0
3917,delhivery,automobile parts,van,standard,west,rainy,0.20068143100511074,0.3469805527123848,6,24,no,delivered,5,0.17546081033499686,3917.0
3918,amazon logistics,pharmacy,ev van,standard,east,clear,0.7689948892674617,0.07328556806550665,7,24,no,delivered,4,0.6919621259693548,3918.0
3919,delhivery,documents,scooter,same day,north,clear,0.9744463373083476,0.3037871033776868,6,8,no,delivered,4,0.9751533648932904,3919.0
3920,shadowfax,groceries,ev bike,express,east,clear,0.5632027257240205,0.429682702149437,7,5,yes,delayed,2,0.5619926493110322,3920.0
3921,ecom express,fragile items,van,standard,east,foggy,0.049744463373083476,0.8272262026612076,2,24,no,delivered,5,0.07714280806936286,3921.0
3922,shadowfax,pharmacy,truck,standard,west,stormy,0.8078364565587735,0.036233367451381775,7,24,no,delivered,5,0.7255133394211728,3922.0
3923,fedex,cosmetics,truck,express,west,clear,0.42793867120954,0.4685772773797338,5,4,yes,delayed,2,0.4365578237630291,3923.0
3924,dhl,pharmacy,van,standard,north,stormy,0.696763202725724,0.37379733879222105,13,24,no,delivered,5,0.6516512245639903,3924.0
3925,shadowfax,automobile parts,scooter,two day,north,hot,0.5853492333901194,0.9758444216990788,5,16,no,delivered,5,0.6026808961459498,3925.0
3926,shadowfax,pharmacy,van,standard,north,rainy,0.5011925042589438,0.9735926305015351,5,24,no,delivered,4,0.5221176469363584,3926.0
3927,fedex,groceries,truck,two day,west,foggy,0.36592844974446337,0.9543500511770726,7,16,no,delivered,3,0.39113974714733357,3927.0
3928,blue dart,documents,truck,two day,east,rainy,0.20272572402044295,0.34329580348004096,6,16,no,delivered,5,0.17706127543275663,3928.0
3929,shadowfax,electronics,truck,two day,south,hot,0.3836456558773424,0.2667349027635619,3,16,no,delivered,3,0.3424947165133907,3929.0
3930,xpressbees,cosmetics,truck,standard,east,foggy,0.15536626916524704,0.11177072671443192,2,24,no,delivered,4,0.10977017581434395,3930.0
3931,xpressbees,automobile parts,bike,standard,north,hot,0.6756388415672914,0.9066530194472875,7,24,no,delivered,5,0.6822877698702946,3931.0
3932,delhivery,pharmacy,van,two day,east,clear,0.08074957410562181,0.28433981576253836,1,16,no,delivered,5,0.05498352301663988,3932.0
3933,xpressbees,furniture,scooter,same day,north,cold,0.719931856899489,0.7183213920163766,7,8,no,delivered,5,0.7716796009402926,3933.0
3934,xpressbees,clothing,van,same day,west,cold,0.8044293015332198,0.20163766632548616,7,8,no,delivered,4,0.8030903549727489,3934.0
3935,blue dart,pharmacy,van,two day,north,hot,0.6170357751277683,0.2425793244626407,7,16,no,delivered,5,0.5630205903087804,3935.0
3936,amazon logistics,clothing,scooter,standard,south,hot,0.8303236797274277,0.6335721596724667,4,24,no,delivered,3,0.8039361292114026,3936.0
3937,fedex,pharmacy,ev van,express,central,hot,0.3417376490630324,0.6456499488229273,2,4,no,delivered,4,0.37114043938101815,3937.0
3938,fedex,documents,bike,standard,west,rainy,0.5001703577512777,0.3103377686796315,8,24,no,delivered,5,0.4579038643555083,3938.0
3939,xpressbees,fragile items,truck,two day,central,clear,0.5032367972742761,0.43029682702149435,3,16,no,delivered,5,0.47226901450125475,3939.0
3940,fedex,automobile parts,van,standard,east,cold,0.6402044293015333,0.46837256908904806,6,24,no,delivered,4,0.6066690469789855,3940.0
3941,fedex,documents,ev bike,standard,west,clear,0.47018739352640543,0.9999999999999999,5,24,no,delivered,4,0.4954041929062702,3941.0
3942,ekart,documents,ev bike,express,east,stormy,0.05178875638841567,0.6505629477993858,7,2,yes,delayed,3,0.09478045392313031,3942.0
3943,ecom express,automobile parts,truck,same day,west,clear,0.5158432708688245,0.31586489252814737,3,8,no,delivered,4,0.5384541016537358,3943.0
3944,ecom express,electronics,ev bike,standard,east,rainy,0.01908006814310051,0.13346980552712384,3,24,no,delivered,3,0.0,3944.0
3945,blue dart,furniture,scooter,two day,north,rainy,0.43577512776831345,0.9101330603889457,9,16,no,delivered,3,0.45360993360542107,3945.0
3946,xpressbees,clothing,ev van,two day,west,hot,0.024190800681431,0.18669396110542474,0,16,no,delivered,3,0.0,3946.0
3947,delhivery,groceries,bike,two day,north,clear,0.4817717206132879,0.9999999999999999,6,16,no,delivered,5,0.5067180498371818,3947.0
3948,dhl,electronics,ev bike,express,west,clear,0.36967632027257236,0.3039918116683725,2,4,no,delivered,3,0.3652395375774891,3948.0
3949,ecom express,clothing,bike,express,north,rainy,0.5100511073253834,0.4245649948822927,9,5,yes,delayed,3,0.5107582483156731,3949.0
3950,blue dart,groceries,scooter,same day,central,foggy,0.5315161839863713,0.6235414534288638,6,8,no,delivered,3,0.5827531538921358,3950.0
3951,dhl,electronics,ev bike,two day,east,rainy,0.7996592844974447,0.5737973387922211,14,16,no,delivered,4,0.7689601114652374,3951.0
3952,blue dart,fragile items,ev bike,same day,east,hot,0.9512776831345827,0.0923234390992835,5,8,no,delivered,5,0.932871158916295,3952.0
3953,xpressbees,pharmacy,truck,express,central,foggy,0.24293015332197618,0.21371545547594675,6,3,yes,delayed,2,0.2356213825259919,3953.0
3954,fedex,furniture,ev bike,same day,central,cold,0.9206132879045997,0.8110542476970316,7,8,no,delivered,5,0.9721215895455015,3954.0
3955,shadowfax,furniture,scooter,standard,south,cold,0.37410562180579215,0.5606960081883315,6,24,no,delivered,4,0.3614140356365023,3955.0
3956,ecom express,fragile items,truck,two day,central,rainy,0.15843270868824533,0.9999999999999999,7,16,no,delivered,5,0.19795189912749928,3956.0
3957,fedex,fragile items,scooter,same day,east,hot,0.6044293015332198,0.8057318321392016,3,8,no,delivered,4,0.6697377813598122,3957.0
3958,xpressbees,electronics,van,express,south,stormy,0.3904599659284497,0.9690890481064481,9,4,yes,delayed,3,0.448496252439408,3958.0
3959,delhivery,cosmetics,van,standard,central,stormy,0.31754684838160135,0.5840327533265096,7,24,no,delivered,4,0.30963964031954133,3959.0
3960,blue dart,furniture,truck,express,central,cold,0.6265758091993187,0.3928352098259979,9,5,yes,delayed,2,0.6189848210849174,3960.0
3961,ecom express,fragile items,bike,same day,central,rainy,0.6998296422487224,0.6810644831115659,7,8,no,delivered,4,0.7489347798761941,3961.0
3962,amazon logistics,fragile items,bike,two day,east,cold,0.44667802385008515,0.4749232343909928,2,16,no,delivered,4,0.42252447735706217,3962.0
3963,shadowfax,cosmetics,bike,express,east,stormy,0.27393526405451446,0.8294779938587511,9,3,yes,delayed,2,0.3239332249527863,3963.0
3964,dhl,cosmetics,scooter,two day,central,clear,0.7921635434412266,0.2542476970317298,8,16,no,delivered,4,0.7313361697565184,3964.0
3965,blue dart,clothing,truck,same day,north,foggy,0.6504258943781942,0.026612077789150458,8,8,yes,delayed,3,0.639367980236468,3965.0
3966,amazon logistics,fragile items,bike,two day,central,clear,0.6327086882453152,0.45977482088024557,5,16,no,delivered,4,0.5986927453129143,3966.0
3967,amazon logistics,cosmetics,ev van,standard,central,rainy,0.9274275979557071,0.28311156601842374,11,24,no,delivered,4,0.8632314092966983,3967.0
3968,ekart,documents,van,two day,east,rainy,1.0000000000000002,0.47041965199590574,12,16,no,delivered,5,0.9565593435542763,3968.0
3969,shadowfax,documents,scooter,standard,north,stormy,0.03850085178875639,0.40184237461617195,4,24,no,delivered,5,0.025849853472866134,3969.0
3970,shadowfax,furniture,ev van,express,south,clear,0.2504258943781942,0.22292732855680655,4,3,yes,delayed,2,0.24365623779320061,3970.0
3971,fedex,groceries,scooter,express,north,clear,0.8170357751277684,0.8796315250767656,5,6,no,delivered,3,0.8472397702304643,3971.0
3972,ecom express,cosmetics,scooter,same day,west,cold,0.09369676320272574,0.7414534288638689,3,8,no,delivered,5,0.17598779274523485,3972.0
3973,blue dart,groceries,van,same day,south,foggy,0.019761499148211244,0.9787103377686794,4,8,no,delivered,4,0.12801938150221476,3973.0
3974,ekart,clothing,bike,express,south,clear,0.3270868824531516,0.49662231320368466,3,3,no,delivered,4,0.3429436274554452,3974.0
3975,delhivery,groceries,ev bike,standard,east,hot,0.793526405451448,0.33142272262026606,7,24,no,delivered,5,0.7399955967691942,3975.0
3976,xpressbees,fragile items,ev bike,same day,west,cold,0.4095400340715502,0.5809621289662231,6,8,no,delivered,3,0.4622368308396872,3976.0
3977,shadowfax,fragile items,van,express,north,rainy,0.2091993185689949,0.11074718526100306,7,3,yes,delayed,2,0.19359941477627451,3977.0
3978,ecom express,documents,ev van,two day,east,rainy,0.1645655877342419,0.5001023541453429,5,16,no,delivered,3,0.15557860977095653,3978.0
3979,fedex,fragile items,bike,same day,north,stormy,0.5522998296422488,0.9670419651995904,7,8,no,delivered,3,0.6353472996250227,3979.0
3980,blue dart,electronics,truck,express,east,clear,0.34923339011925036,0.7836233367451382,4,4,yes,failed,1,0.3914520330200672,3980.0
3981,fedex,automobile parts,ev bike,standard,south,cold,0.6323679727427598,0.9121801432958033,6,24,no,delivered,5,0.6415019337001477,3981.0
3982,delhivery,cosmetics,van,same day,south,foggy,0.7986371379897785,0.22047082906857726,11,8,yes,delayed,2,0.7993559364113095,3982.0
3983,xpressbees,electronics,ev van,two day,north,rainy,0.0,0.009416581371545543,5,16,no,delivered,5,0.0,3983.0
3984,xpressbees,cosmetics,van,two day,west,hot,0.3216354344122657,0.7461617195496416,2,16,no,delivered,3,0.3290013644290256,3984.0
3985,amazon logistics,furniture,ev van,express,south,foggy,0.5475298126064737,0.8118730808597747,5,5,yes,delayed,3,0.5834688090171504,3985.0
3986,dhl,fragile items,truck,standard,west,clear,0.6797274275979557,0.33019447287615145,6,24,no,delivered,5,0.6312290296783482,3986.0
3987,ekart,documents,scooter,standard,west,foggy,0.3008517887563884,0.519754350051177,4,24,no,delivered,4,0.2875714386463656,3987.0
3988,delhivery,automobile parts,ev bike,same day,west,cold,0.4739352640545144,0.40818833162743084,4,8,no,delivered,5,0.5072450322474199,3988.0
3989,dhl,fragile items,bike,express,north,foggy,0.09846678023850086,0.6569089048106447,4,2,yes,delayed,2,0.13995130422291172,3989.0
3990,fedex,documents,scooter,two day,central,rainy,0.09028960817717208,0.8915046059365404,5,16,no,delivered,5,0.12198185462936481,3990.0
3991,xpressbees,groceries,ev bike,same day,west,rainy,0.8681431005110732,0.7039918116683725,6,8,no,delivered,3,0.9118178863295037,3991.0
3992,xpressbees,pharmacy,ev van,standard,west,cold,0.540374787052811,0.5416581371545547,5,24,no,delivered,4,0.5183441926408272,3992.0
3993,blue dart,documents,van,same day,west,hot,0.4626916524701874,0.7490276356192425,3,8,no,delivered,5,0.5290074540035438,3993.0
3994,ekart,automobile parts,truck,express,east,clear,0.4367972742759796,0.7189355168884339,6,4,yes,delayed,2,0.4688859175466405,3994.0
3995,fedex,clothing,ev bike,two day,west,rainy,0.9621805792163544,0.05609007164790173,10,16,no,delivered,5,0.8747664687207962,3995.0
3996,dhl,documents,ev bike,standard,south,hot,0.42146507666098804,0.7875127942681678,2,24,no,delivered,4,0.4282562243128604,3996.0
3997,delhivery,furniture,ev van,express,south,rainy,0.2565587734241908,0.9087001023541453,4,3,yes,delayed,2,0.31489645251055715,3997.0
3998,amazon logistics,furniture,bike,standard,south,foggy,0.08858603066439524,0.07533265097236437,4,24,no,delivered,5,0.04253762979706883,3998.0
3999,xpressbees,electronics,scooter,same day,south,cold,0.8098807495741057,0.6298874104401228,5,8,no,delivered,4,0.8491264973782298,3999.0
4000,fedex,automobile parts,ev van,express,east,hot,0.9536626916524702,0.0,7,7,no,delivered,5,0.8937573533564095,4000.0
4001,ekart,documents,truck,same day,west,hot,0.9376490630323681,0.5052200614124872,6,8,no,delivered,4,0.9592267853838758,4001.0
4002,amazon logistics,electronics,truck,same day,south,stormy,0.1638841567291312,0.6018423746161718,6,8,no,delivered,3,0.2296879509440532,4002.0
4003,delhivery,furniture,van,two day,south,rainy,0.647359454855196,0.2390992835209826,9,16,no,delivered,4,0.59164028935368,4003.0
4004,fedex,automobile parts,van,express,west,rainy,0.5332197614991482,0.12364380757420676,9,5,yes,delayed,3,0.5041872330769032,4004.0
4005,amazon logistics,electronics,scooter,same day,west,hot,0.4068143100511073,0.26919140225179117,2,8,no,delivered,4,0.42990873705607585,4005.0
4006,ecom express,furniture,van,same day,south,clear,0.820442930153322,0.8393039918116684,6,8,no,delivered,5,0.8791775066731586,4006.0
4007,ekart,automobile parts,bike,two day,north,stormy,0.9069846678023851,0.5129989764585465,13,16,no,delivered,3,0.865632106943338,4007.0
4008,shadowfax,automobile parts,scooter,standard,south,foggy,0.12981260647359458,0.29641760491299896,4,24,no,delivered,4,0.10297795808238777,4008.0
4009,blue dart,clothing,ev van,same day,north,clear,0.0,0.8550665301944728,0,8,no,delivered,5,0.09411034048788941,4009.0
4010,blue dart,pharmacy,bike,two day,west,stormy,0.1901192504258944,0.9138178096212897,5,16,no,delivered,5,0.21942155287793552,4010.0
4011,dhl,fragile items,ev bike,express,west,clear,0.8160136286201023,0.6309109518935516,6,6,no,delivered,4,0.8225496684174626,4011.0
4012,amazon logistics,cosmetics,bike,express,west,cold,0.9243611584327086,0.17134083930399177,7,7,yes,delayed,3,0.8821767522425377,4012.0
